seed,model,class,precision,recall,f1,support
8,catboost,macro avg,0.9700592853963524,0.9441601819929303,0.9563687146690919,3499.4650860396787
8,catboost,micro avg,0.9695882788012111,0.9441572772447652,0.9567038068036636,3499.4650860396787
8,catboost,normal,0.9803681736446352,0.9631633592246626,0.9716896149459234,499.4650860399464
8,catboost,password,0.9868504509586961,0.890800811142437,0.9363689625799504,499.99999999999596
8,catboost,scanning,0.9996354024245738,0.997,0.998315961949843,500.0
8,catboost,weighted avg,0.9700577096217423,0.9441572772447652,0.9563663727787642,3499.4650860396787
8,catboost,xss,0.97522576890502,0.8888206548007951,0.9300206212391712,499.99999999998875
9,rf,ddos,0.9439099100436273,0.9867333333333356,0.9648466904476786,499.9999999998965
9,rf,dos,0.9673516985128507,0.9330929855791524,0.9499135565755015,499.9999999998435
9,rf,injection,0.9513484378732017,0.9462747763347773,0.948804824397809,500.0000000000076
9,rf,macro avg,0.9734681140041861,0.9331426689823415,0.95140281575409,3499.4650860396787
9,rf,micro avg,0.973003414145093,0.9331358770830304,0.9526527242173124,3499.4650860396787
9,rf,normal,0.9854847741455142,0.9775760101896204,0.9815144607843393,499.4650860399464
9,rf,password,0.9895481072710004,0.9083490769718958,0.9472115953609663,499.99999999999596
9,rf,scanning,1.0,0.998,0.998998998998999,500.0
9,rf,weighted avg,0.9734662771865293,0.9331358770830304,0.9513982130108447,3499.4650860396787
9,rf,xss,0.9766338701831085,0.7819725004676095,0.8685295837133357,499.99999999998875
9,xgboost,ddos,0.9674448701454075,0.9867333333333356,0.9769939095988877,499.9999999998965
9,xgboost,dos,0.9483709410838801,0.9614402456421894,0.9548608751409338,499.9999999998435
9,xgboost,injection,0.9658072926270057,0.9150551082251097,0.9397464655351914,500.0000000000076
9,xgboost,macro avg,0.974977961615747,0.9479104490521882,0.9609002959569823,3499.4650860396787
9,xgboost,micro avg,0.9748677261137257,0.9479073834839158,0.9611985415150809,3499.4650860396787
9,xgboost,normal,0.9908682782081409,0.9679657288423149,0.9792831160274701,499.4650860399464
9,xgboost,password,0.9925025164754413,0.9151477808394082,0.9522567912038225,499.99999999999596
9,xgboost,scanning,1.0,0.998,0.998998998998999,500.0
9,xgboost,weighted avg,0.9749755326867647,0.9479073834839158,0.9608974860340829,3499.4650860396787
9,xgboost,xss,0.9598518327703536,0.8910309464829597,0.924161915193572,499.99999999998875
9,lightgbm,ddos,0.9651664265204524,0.9827475057208239,0.9738776262841254,499.9999999998965
9,lightgbm,dos,0.9610573532883459,0.9581567717075131,0.9596048706180873,499.9999999998435
9,lightgbm,injection,0.9550001877304278,0.9244341269841282,0.9394686027623577,500.0000000000076
9,lightgbm,macro avg,0.9749102884725539,0.9306765949110366,0.95087482362852,3499.4650860396787
9,lightgbm,micro avg,0.9750795857549027,0.930670338611106,0.9523575330054761,3499.4650860396787
9,lightgbm,normal,0.9879581695237435,0.9716059869284154,0.9797138503309247,499.4650860399464
9,lightgbm,password,0.9903648112581076,0.916147780839408,0.9518117297692059,499.99999999999596
9,lightgbm,scanning,1.0,0.997,0.9984977466199298,500.0
9,lightgbm,weighted avg,0.9749082940266748,0.930670338611106,0.9508704154125212,3499.4650860396787
9,lightgbm,xss,0.9648250709868006,0.764643992196968,0.8531493390150099,499.99999999998875
9,catboost,ddos,0.9839810652871193,0.9844088050314477,0.9841948886844231,499.9999999998965
9,catboost,dos,0.9602952507724257,0.9561713240267182,0.9582288503872004,499.9999999998435
9,catboost,injection,0.9407282798699802,0.9402372505272518,0.9404827011065815,500.0000000000076
9,catboost,macro avg,0.9749480827146053,0.9499933471116522,0.9618542104327732,3499.4650860396787
9,catboost,micro avg,0.9745965923859428,0.9499891626674734,0.9621355642981966,3499.4650860396787
9,catboost,normal,0.9666025168209765,0.9773684343179877,0.9719556641724845,499.4650860399464
9,catboost,password,0.9978106319639044,0.8973433355830435,0.944913960659013,499.99999999999596
9,catboost,scanning,1.0,0.997,0.9984977466199298,500.0
9,catboost,weighted avg,0.9749493583837697,0.9499891626674734,0.9618526663657542,3499.4650860396787
9,catboost,xss,0.9752188342878305,0.8974242802951159,0.9347056613997798,499.99999999998875
10,rf,ddos,0.9712532563698084,0.9680750360750386,0.9696615419484896,499.9999999998965
10,rf,dos,0.9700528125626953,0.9415682738470988,0.9555983230762302,499.9999999998435
10,rf,injection,0.9405024924163355,0.9392538306138313,0.9398777467921009,500.0000000000076
10,rf,macro avg,0.9692599501404044,0.9379290773571393,0.9522569118586797,3499.4650860396787
10,rf,micro avg,0.9687055204919215,0.9379211196453278,0.9530647975431511,3499.4650860396787
10,rf,normal,0.9472027449338106,0.9899892902632232,0.9681235067611905,499.4650860399464
10,rf,password,0.9717096585630511,0.9139969833912415,0.9419701632257278,499.99999999999596
10,rf,scanning,1.0,0.996,0.9979959919839679,500.0
10,rf,weighted avg,0.9692633217148291,0.9379211196453278,0.9522544865556961,3499.4650860396787
10,rf,xss,0.9840986861371299,0.8166201273095413,0.8925711092230506,499.99999999998875
10,xgboost,ddos,0.9665533231616263,0.9867131313131335,0.9765291917987499,499.9999999998965
10,xgboost,dos,0.9511774612042962,0.9542364810219461,0.9527045155831081,499.9999999998435
10,xgboost,injection,0.9559662491297152,0.9421138239538253,0.9489894881781963,500.0000000000076
10,xgboost,macro avg,0.9760782709498362,0.9282283478661199,0.9497309100180272,3499.4650860396787
10,xgboost,micro avg,0.975555671058431,0.9282233824094324,0.9513011324177237,3499.4650860396787
10,xgboost,normal,0.9858046541275838,0.9607129035222219,0.9730970551492115,499.4650860399464
10,xgboost,password,0.9912370018260088,0.8974069557597745,0.9419911854452546,499.99999999999596
10,xgboost,scanning,0.9979959919839679,0.996,0.996996996996997,500.0
10,xgboost,weighted avg,0.9760767842145753,0.9282233824094324,0.9497273383643835,3499.4650860396787
10,xgboost,xss,0.9838132152156552,0.7604151394919385,0.8578079369746734,499.99999999998875
10,lightgbm,ddos,0.9672245021020874,0.9848074074074079,0.9759367658445998,499.9999999998965
10,lightgbm,dos,0.9571646786032093,0.9533738836849222,0.9552655203913659,499.9999999998435
10,lightgbm,injection,0.9607918556876633,0.94932204906205,0.9550225155636011,500.0000000000076
10,lightgbm,macro avg,0.9778650390592969,0.9291635873530082,0.9509594666150033,3499.4650860396787
10,lightgbm,micro avg,0.9776641306936792,0.9291567937416616,0.9527934767136768,3499.4650860396787
10,lightgbm,normal,0.9913100569543591,0.9736081288757708,0.9823793546694831,499.4650860399464
10,lightgbm,password,0.9912283896105806,0.8965180668708858,0.9414973675411517,499.99999999999596
10,lightgbm,scanning,1.0,0.999,0.9994997498749375,500.0
10,lightgbm,weighted avg,0.9778629839087,0.9291567937416616,0.9509546638990647,3499.4650860396787
10,lightgbm,xss,0.977335790457179,0.747515575570021,0.8471149924198847,499.99999999998875
10,catboost,ddos,0.9633970758523114,0.9778666666666679,0.9705779452900943,499.9999999998965
10,catboost,dos,0.9567890777515557,0.9542144517913524,0.9555000304212207,499.9999999998435
10,catboost,injection,0.9540382104686839,0.9550180086580097,0.9545278581290301,500.0000000000076
10,catboost,macro avg,0.9741404195947799,0.9526707743030874,0.9629655351289272,3499.4650860396787
10,catboost,micro avg,0.9738461761207228,0.9526697286395664,0.9631415656099098,3499.4650860396787
10,catboost,normal,0.9787165629645539,0.9595116183538087,0.9690189445094511,499.4650860399464
10,catboost,password,0.9962464063978997,0.9059471856013126,0.9489534943633355,499.99999999999596
10,catboost,scanning,0.9992006394884093,1.0,0.9996001599360256,500.0
10,catboost,weighted avg,0.9741397201041697,0.9526697286395664,0.962964609829459,3499.4650860396787
10,catboost,xss,0.9705949642400458,0.9161374890504609,0.9425803132533328,499.99999999998875
