seed,model,class,precision,recall,f1,support
8,xgboost,scanning,1.0,1.0,1.0,500.0
8,xgboost,weighted avg,0.976675371740653,0.9512186254555005,0.9632898620646999,3499.4650860396787
8,xgboost,xss,0.9759921329438868,0.8881205061943473,0.9299852476216676,499.99999999998875
8,lightgbm,ddos,0.968699870171272,0.9719636591134294,0.9703290201381907,499.9999999998965
8,lightgbm,dos,0.9459426556178916,0.9622735789755212,0.9540382355262661,499.9999999998435
8,lightgbm,injection,0.9546524228944693,0.9415650505050521,0.9480635732840497,500.0000000000076
8,lightgbm,macro avg,0.9748643088622799,0.9293325518917689,0.9499505214918146,3499.4650860396787
8,lightgbm,micro avg,0.9746862151926307,0.9293257659640666,0.9514656656290887,3499.4650860396787
8,lightgbm,normal,0.9927197396510181,0.9737268261800313,0.9831315614397459,499.4650860399464
8,lightgbm,password,0.9929541961871025,0.898345724562351,0.9432836611947362,499.99999999999596
8,lightgbm,scanning,1.0,0.996,0.9979959919839679,500.0
8,lightgbm,weighted avg,0.9748615795539565,0.9293257659640666,0.9499454495733805,3499.4650860396787
8,lightgbm,xss,0.9690812775142061,0.761453023905997,0.8528116068757449,499.99999999998875
8,catboost,ddos,0.9440102479293786,0.9867333333333356,0.9648991069347369,499.9999999998965
8,catboost,dos,0.9546375015629207,0.9290763189124848,0.9416834831355105,499.9999999998435
8,catboost,injection,0.9496874523492423,0.9535267965367974,0.9516032518985075,500.0000000000076
